Pair,Interval,BB_Period,BB_Std,Threshold,Trend_MA,SL,TP,P1_PnL,P2_PnL,P3_PnL,P4_PnL,P5_PnL,P6_PnL,P7_PnL,P8_PnL,Mean_PnL,Trades,Accuracy,Sharpe,MaxDD,Score,Valid
SOL-USDT,4h,30,2.5,0.7,0,0.02,0.08,-34.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.27,321,18.4,0.04,51.1,0.00,False
SOL-USDT,4h,10,2.0,0.9,0,0.03,0.05,0.00,0.00,0.00,-67.40,0.00,0.00,0.00,0.00,-8.43,245,30.2,-1.65,84.6,0.00,False
SOL-USDT,4h,10,2.5,1.0,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.42,-0.68,24,16.7,0.72,15.6,0.00,False
SOL-USDT,4h,20,3.0,0.8,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.9,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,100,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,-35.75,0.00,0.00,-4.47,361,31.3,0.18,70.8,0.00,False
SOL-USDT,4h,50,2.0,0.7,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.19,-2.40,23,17.4,-7.41,28.3,0.00,False
SOL-USDT,4h,30,3.0,0.9,100,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,1.0,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.8,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.9,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.7,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.8,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,1.0,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.25,-6.53,64,42.2,-1.64,67.5,0.00,False
SOL-USDT,1h,20,2.0,0.7,0,0.05,0.03,0.00,0.00,0.12,-77.47,0.00,0.00,0.00,0.00,-9.67,566,77.7,-0.23,93.0,0.00,False
SOL-USDT,4h,30,3.0,0.9,200,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.8,50,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,0.9,100,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.0,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-53.25,-6.66,461,25.6,-0.78,68.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,50,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.9,50,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,0,0.05,0.08,0.00,0.00,0.00,0.00,3.37,10.01,0.00,0.00,1.67,300,74.5,14.71,48.6,0.00,False
SOL-USDT,1h,50,2.5,0.7,50,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.9,200,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.8,0,0.02,0.03,0.00,0.00,0.00,-21.17,0.00,0.00,0.00,0.00,-2.65,181,35.4,-0.35,38.2,0.00,False
SOL-USDT,4h,30,2.0,0.8,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.9,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.9,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,0.7,100,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.42,-0.68,23,17.4,-2.90,14.8,0.00,False
SOL-USDT,1h,30,2.0,0.9,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,0.7,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.5,1.0,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,1.0,200,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.9,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.09,2,100.0,38.30,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.7,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,1.0,50,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,1.0,100,0.03,0.05,0.00,0.00,2.28,0.00,0.00,0.00,0.00,-6.40,-0.51,14,20.0,-33.68,5.7,0.00,False
SOL-USDT,4h,10,2.0,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.5,0.9,0,0.05,0.05,0.00,0.00,-19.45,0.00,0.00,0.00,0.00,-27.67,-5.89,220,44.3,-1.54,52.9,0.00,False
SOL-USDT,1h,10,2.0,0.9,200,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,0.8,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.7,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.7,0,0.03,0.03,0.00,0.00,0.00,-54.39,0.00,0.00,0.00,0.00,-6.80,278,41.4,-1.52,67.1,0.00,False
SOL-USDT,4h,30,3.0,1.0,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.21,-3.03,20,20.0,-3.19,30.8,0.00,False
SOL-USDT,4h,10,2.0,0.8,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.7,50,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.9,0,0.05,0.08,0.00,0.00,12.25,0.00,0.00,0.00,0.00,-13.64,-0.17,84,41.3,0.42,28.0,0.00,False
SOL-USDT,1h,20,3.0,0.8,200,0.02,0.03,0.00,0.00,0.00,0.00,0.00,-3.80,0.00,0.00,-0.48,73,39.7,-0.26,13.8,0.00,False
SOL-USDT,1h,10,2.0,1.0,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.8,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.20,2,100.0,54.43,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.8,50,0.03,0.03,0.00,0.00,0.00,0.00,0.00,10.31,0.00,0.00,1.29,8,100.0,9.78,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.9,100,0.02,0.12,0.00,0.00,0.00,5.28,0.00,0.00,0.00,0.00,0.66,16,25.0,-0.28,5.4,0.00,False
SOL-USDT,1h,10,3.0,0.9,100,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.7,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.9,0,0.02,0.08,0.00,0.00,-55.40,0.00,0.00,0.00,0.00,0.00,-6.93,338,17.5,-1.76,71.8,0.00,False
SOL-USDT,1h,20,2.5,0.9,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.9,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,1.0,100,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,1.0,50,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.9,200,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.9,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.8,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.7,200,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.72,-2.46,31,6.5,-3.65,18.9,0.00,False
SOL-USDT,1h,50,3.0,1.0,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.7,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.01,-3.63,444,36.3,-0.51,72.8,0.00,False
SOL-USDT,4h,10,3.0,1.0,50,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.8,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,200,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.8,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,1.0,50,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.8,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,0.7,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.8,100,0.05,0.03,0.00,0.00,0.00,-5.51,0.00,0.00,0.00,0.00,-0.69,12,50.0,-1.26,7.6,0.00,False
SOL-USDT,1h,20,2.0,0.8,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.9,0,0.03,0.05,12.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,68,39.7,0.49,16.2,0.00,False
SOL-USDT,1h,20,2.5,1.0,50,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.9,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.7,100,0.02,0.03,0.00,0.00,0.00,-14.53,0.00,0.00,0.00,0.00,-1.82,61,29.5,-0.64,15.8,0.00,False
SOL-USDT,4h,30,2.0,1.0,50,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,0.8,100,0.05,0.12,-20.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.53,116,44.8,0.36,49.8,0.00,False
SOL-USDT,1h,10,2.0,0.9,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,1.0,100,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,1.0,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,1.0,0,0.03,0.05,0.00,0.00,0.00,-41.85,0.00,0.00,0.00,0.00,-5.23,102,25.5,-1.66,53.6,0.00,False
SOL-USDT,4h,10,3.0,1.0,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.9,200,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.7,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.0,1.0,0,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,1.0,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.8,50,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,1.0,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.7,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,100,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.9,0,0.03,0.03,-21.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.64,194,44.3,-0.66,36.0,0.00,False
SOL-USDT,1h,10,3.0,0.8,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.0,0.7,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.94,-3.24,137,46.0,-0.89,66.3,0.00,False
SOL-USDT,4h,50,2.0,0.8,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,2.5,0.8,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,2.0,0.8,100,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.7,50,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.8,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.9,50,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,1.0,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,0.9,0,0.02,0.12,-97.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.18,845,22.0,-1.05,99.9,0.00,False
SOL-USDT,1h,10,2.0,0.9,200,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.7,0,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,2.0,1.0,50,0.02,0.05,0.00,0.00,0.00,9.67,0.00,0.00,0.00,0.00,1.21,45,37.8,1.71,11.4,0.00,False
SOL-USDT,4h,30,2.0,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.0,0.7,0,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.8,0,0.05,0.05,0.00,0.00,0.00,-55.56,0.00,0.00,0.00,0.00,-6.94,92,33.7,-0.80,68.3,0.00,False
SOL-USDT,4h,50,2.5,0.7,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,2.5,0.7,50,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.8,100,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.78,1.22,8,50.0,-0.47,5.0,0.00,False
SOL-USDT,4h,20,2.5,1.0,0,0.02,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,2.5,0.7,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.9,0,0.02,0.08,0.00,0.00,0.00,-2.02,0.00,0.00,0.00,0.00,-0.25,2,0.0,-70.22,1.0,0.00,False
SOL-USDT,1h,20,2.0,0.7,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,1.0,0,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,2.5,0.8,0,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,20,3.0,0.7,100,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,3.0,0.9,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.7,100,0.03,0.08,0.00,0.00,0.00,9.74,0.00,0.00,0.00,-1.92,0.98,94,32.8,-0.55,18.7,0.00,False
SOL-USDT,1h,10,3.0,1.0,0,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.0,0.8,100,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,10,3.0,0.7,0,0.03,0.05,0.00,0.00,0.00,-50.44,0.00,0.00,0.00,0.00,-6.31,359,42.1,-0.14,78.8,0.00,False
SOL-USDT,1h,30,3.0,0.9,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,-23.13,0.00,0.00,-2.89,188,36.2,-0.54,37.0,0.00,False
SOL-USDT,4h,20,2.0,0.8,0,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.00,0.09,2,100.0,38.30,0.0,0.00,False
SOL-USDT,4h,30,3.0,0.7,0,0.05,0.03,-27.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.40,281,56.9,-0.87,47.1,0.00,False
SOL-USDT,4h,30,2.5,0.9,200,0.02,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.93,0.74,15,33.3,-0.94,7.1,0.00,False
SOL-USDT,1h,50,3.0,0.9,0,0.05,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.0,0.7,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.20,2,100.0,54.43,0.0,0.00,False
SOL-USDT,1h,20,2.0,1.0,0,0.03,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.8,50,0.05,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,2.5,0.9,50,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,10,3.0,0.7,100,0.02,0.05,0.00,0.00,0.00,-28.28,0.00,0.00,0.00,-21.08,-6.17,95,15.8,-1.13,30.8,0.00,False
SOL-USDT,1h,10,2.0,0.7,200,0.02,0.03,-19.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.46,570,38.8,0.08,44.3,0.00,False
SOL-USDT,1h,20,2.0,0.9,100,0.03,0.03,0.00,0.00,0.00,0.00,0.00,-10.08,0.00,0.00,-1.26,100,43.0,-0.52,19.0,0.00,False
SOL-USDT,4h,10,2.0,0.7,100,0.02,0.12,0.00,0.00,0.00,52.32,0.00,0.00,0.00,0.00,6.54,118,28.0,0.39,30.8,0.00,False
SOL-USDT,1h,50,2.5,0.9,200,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,50,3.0,0.8,0,0.02,0.12,0.00,0.00,0.00,-87.35,0.00,0.00,0.00,-0.87,-11.03,310,13.3,-2.39,96.1,0.00,False
SOL-USDT,1h,10,3.0,0.9,50,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,50,3.0,1.0,200,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,4h,20,2.5,0.8,0,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
SOL-USDT,1h,30,3.0,0.9,0,0.05,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0.00,0.0,0.00,False
